pmid,title,abstract,file_path,label,cleaned_abstract,extracted_diseases,encoded_label
26748894,"Spleen enlargement is a risk factor for thrombosis in essential thrombocythemia: Evaluation on 1,297 patients.","Spleen enlargement, present in 10-20% of Essential Thrombocythemia (ET) patients at diagnosis, is a feature clinically easy to assess, confirmable by echography with a very low chance of misinterpretation. Nonetheless, the clinical and prognostic role of splenomegaly has been seldom evaluated. From 1979 to 2013, 1297 ET patients retrospectively collected in the database of the Lazio Cooperative Group and Bologna University Hospital were evaluable for spleen enlargement at diagnosis and included in the analysis. On the whole, spleen was enlarged in 172/1297 (13.0%) patients; in most cases (94.8%) splenomegaly was mild (<=5 cm). Patients with splenomegaly were younger, predominantly male, presented higher platelet count and JAK2V617F allele burden and had a lower incidence of concomitant cardiovascular risk factors. At least one thrombotic event during follow-up occurred in 97/1,125 (8.6%) patients without spleen enlargement compared to 27/172 (15.7%) patients with spleen enlargement (P = 0.003). Despite comparable use of cytoreductive/antiplatelet therapies in the two groups, the cumulative risk of thrombosis at 5 years was significantly higher in patients with baseline splenomegaly (9.8% versus 4.4% in patients without splenomegaly, P = 0.012). In multivariate analysis exploring risk factors for thrombosis, splenomegaly retained its negative prognostic role, together with previous thrombosis, leucocyte count and male gender. Baseline splenomegaly seems to be an independent additional risk factor for thrombosis in nonstrictly WHO-defined ET patients. This data could be useful in the real-life clinical management of these patients.",Dataset__1_\Dataset\Non-Cancer\26748894.txt,0,"Spleen enlargement, present in 10-20 of Essential Thrombocythemia (ET) patients at diagnosis, is a feature clinically easy to assess, confirmable by echography with a very low chance of misinterpretation. Nonetheless, the clinical and prognostic role of splenomegaly has been seldom evaluated. From 1979 to 2013, 1297 ET patients retrospectively collected in the database of the Lazio Cooperative Group and Bologna University Hospital were evaluable for spleen enlargement at diagnosis and included in the analysis. On the whole, spleen was enlarged in 1721297 (13.0) patients; in most cases (94.8) splenomegaly was mild (5 cm). Patients with splenomegaly were younger, predominantly male, presented higher platelet count and JAK2V617F allele burden and had a lower incidence of concomitant cardiovascular risk factors. At least one thrombotic event during follow-up occurred in 971,125 (8.6) patients without spleen enlargement compared to 27172 (15.7) patients with spleen enlargement (P  0.003). Despite comparable use of cytoreductiveantiplatelet therapies in the two groups, the cumulative risk of thrombosis at 5 years was significantly higher in patients with baseline splenomegaly (9.8 versus 4.4 in patients without splenomegaly, P  0.012). In multivariate analysis exploring risk factors for thrombosis, splenomegaly retained its negative prognostic role, together with previous thrombosis, leucocyte count and male gender. Baseline splenomegaly seems to be an independent additional risk factor for thrombosis in nonstrictly WHO-defined ET patients. This data could be useful in the real-life clinical management of these patients.",['cardiovascular'],0
31234577,Genome-Wide Analysis of Long Non-Coding RNA Profiles in Canine Oral Melanomas.,"Mucosal melanomas (MM) are rare aggressive cancers in humans, and one of the most common forms of oral cancers in dogs. Similar biological and histological features are shared between MM in both species, making dogs a powerful model for comparative oncology studies of melanomas. Although exome sequencing recently identified recurrent coding mutations in canine MM, little is known about changes in non-coding gene expression, and more particularly, in canine long non-coding RNAs (lncRNAs), which are commonly dysregulated in human cancers. Here, we sampled a large cohort (n = 52) of canine normal/tumor oral MM from three predisposed breeds (poodles, Labrador retrievers, and golden retrievers), and used deep transcriptome sequencing to identify more than 400 differentially expressed (DE) lncRNAs. We further prioritized candidate lncRNAs by comparative genomic analysis to pinpoint 26 dog-human conserved DE lncRNAs, including SOX21-AS, ZEB2-AS, and CASC15 lncRNAs. Using unsupervised co-expression network analysis with coding genes, we inferred the potential functions of the DE lncRNAs, suggesting associations with cancer-related genes, cell cycle, and carbohydrate metabolism Gene Ontology (GO) terms. Finally, we exploited our multi-breed design to identify DE lncRNAs within breeds. This study provides a unique transcriptomic resource for studying oral melanoma in dogs, and highlights lncRNAs that may potentially be diagnostic or therapeutic targets for human and veterinary medicine.",Dataset__1_\Dataset\Cancer\31234577.txt,1,"Mucosal melanomas (MM) are rare aggressive cancers in humans, and one of the most common forms of oral cancers in dogs. Similar biological and histological features are shared between MM in both species, making dogs a powerful model for comparative oncology studies of melanomas. Although exome sequencing recently identified recurrent coding mutations in canine MM, little is known about changes in non-coding gene expression, and more particularly, in canine long non-coding RNAs (lncRNAs), which are commonly dysregulated in human cancers. Here, we sampled a large cohort (n  52) of canine normaltumor oral MM from three predisposed breeds (poodles, Labrador retrievers, and golden retrievers), and used deep transcriptome sequencing to identify more than 400 differentially expressed (DE) lncRNAs. We further prioritized candidate lncRNAs by comparative genomic analysis to pinpoint 26 dog-human conserved DE lncRNAs, including SOX21-AS, ZEB2-AS, and CASC15 lncRNAs. Using unsupervised co-expression network analysis with coding genes, we inferred the potential functions of the DE lncRNAs, suggesting associations with cancer-related genes, cell cycle, and carbohydrate metabolism Gene Ontology (GO) terms. Finally, we exploited our multi-breed design to identify DE lncRNAs within breeds. This study provides a unique transcriptomic resource for studying oral melanoma in dogs, and highlights lncRNAs that may potentially be diagnostic or therapeutic targets for human and veterinary medicine.","['melanoma', 'oncology', 'cancer']",1
31331345,Subtyping of microsatellite instability-high colorectal cancer.,"BACKGROUND: Patients with microsatellite instability-high (MSI-H) colorectal cancer (CRC) generally have a better prognosis than patients with microsatellite stable (MSS) CRC. However, some MSI-H CRC patients do not gain overall survival benefits from immune checkpoint-blockade treatment. In other words, heterogeneity within the subgroup of MSI-H tumors remains poorly understood. Thus, an in-depth molecular characterization of MSI-H tumors is urgently required. METHODS: Here, we use nonnegative matrix factorization (NMF)-based consensus clustering to define CRC MSI-H subtypes in The Cancer Genome Atlas and a French multicenter cohort GSE39582. CIBERSORT was used to calculate the proportions of 22 lymphocytes in tumor tissue in MSI-H subtypes. RESULTS: MSI-H CRC samples basically clustered into two subgroups (MSI-H1 and MSI-H2). MSI-H1 was characterized by a lower BRAF mutational status, higher frequency of chromosomal instability, global hypomethylation, and worse survival than MSI-H2. Further examination of the immune landscape showed that macrophages of the M2 phenotype were enriched in MSI-H1, which may be associated with poor prognosis in this subgroup. CONCLUSIONS: Our results illustrate the genetic heterogeneity in MSI-H CRCs and macrophages may serve as good targets for anticancer therapy in MSI-H1.",Dataset__1_\Dataset\Cancer\31331345.txt,1,"BACKGROUND: Patients with microsatellite instability-high (MSI-H) colorectal cancer (CRC) generally have a better prognosis than patients with microsatellite stable (MSS) CRC. However, some MSI-H CRC patients do not gain overall survival benefits from immune checkpoint-blockade treatment. In other words, heterogeneity within the subgroup of MSI-H tumors remains poorly understood. Thus, an in-depth molecular characterization of MSI-H tumors is urgently required. METHODS: Here, we use nonnegative matrix factorization (NMF)-based consensus clustering to define CRC MSI-H subtypes in The Cancer Genome Atlas and a French multicenter cohort GSE39582. CIBERSORT was used to calculate the proportions of 22 lymphocytes in tumor tissue in MSI-H subtypes. RESULTS: MSI-H CRC samples basically clustered into two subgroups (MSI-H1 and MSI-H2). MSI-H1 was characterized by a lower BRAF mutational status, higher frequency of chromosomal instability, global hypomethylation, and worse survival than MSI-H2. Further examination of the immune landscape showed that macrophages of the M2 phenotype were enriched in MSI-H1, which may be associated with poor prognosis in this subgroup. CONCLUSIONS: Our results illustrate the genetic heterogeneity in MSI-H CRCs and macrophages may serve as good targets for anticancer therapy in MSI-H1.","['colorectal cancer', 'tumor', 'cancer']",1
29856837,Eltrombopag versus romiplostim in treatment of adult patients with immune thrombocytopenia: A systematic review incorporating an indirect-comparison meta-analysis.,"PURPOSE: In absence of direct comparison randomized controlled trials (RCTs), indirect comparison was conducted to evaluate the efficacy and safety of thrombopoietin-receptor agonists (TPO-RAs) in treatment of adult immune thrombocytopenia (ITP). METHODS: We searched PubMed, Embase and Cochrane Library, Clinical Trials.gov, China National Knowledge Infrastructure, and Chinese Biomedical Literature Database from their earliest records to May 2017. RCTs comparing the TPO-RAs with placebo in adult ITP were included. Primary outcomes were the overall response rate. Secondary outcomes included safety, durable response, overall or clinically significant bleeding, and the proportion of patients receiving rescue medication. RESULTS: Nine randomized placebo-controlled trials (786 participants) were included in this systematic review. Overall response [Risk Ratio(RR) = 0.59, 95%Confidence Interval(CI): 0.24-1.45], the incidence of adverse events (RR = 0.98, 95%CI: 0.79-1.21), durable response (RR = 0.47, 95%CI: 0.08-2.81), the incidence of overall bleeding (RR = 1.15, 95%CI: 0.52-2.57) and clinically significant bleeding (RR = 1.09, 95%CI: 0.37-3.24), and the proportion of patients receiving rescue treatment (RR = 0.95, 95%CI: 0.47-1.90) were similar between eltrombopag and romiplostim. CONCLUSIONS: Eltrombopag and romiplostim might be equivalent in efficacy and safety for adult ITP, however, physicians should still take into account drug cost and comorbidities of the specific patient while making decisions on the treatment of ITP with TPO-RAs. REGISTRATION: PROSPERO International Prospective Register of Systematic Review (PROSPERO 2017: CRD42017068661).",Dataset__1_\Dataset\Non-Cancer\29856837.txt,0,"PURPOSE: In absence of direct comparison randomized controlled trials (RCTs), indirect comparison was conducted to evaluate the efficacy and safety of thrombopoietin-receptor agonists (TPO-RAs) in treatment of adult immune thrombocytopenia (ITP). METHODS: We searched PubMed, Embase and Cochrane Library, Clinical Trials.gov, China National Knowledge Infrastructure, and Chinese Biomedical Literature Database from their earliest records to May 2017. RCTs comparing the TPO-RAs with placebo in adult ITP were included. Primary outcomes were the overall response rate. Secondary outcomes included safety, durable response, overall or clinically significant bleeding, and the proportion of patients receiving rescue medication. RESULTS: Nine randomized placebo-controlled trials (786 participants) were included in this systematic review. Overall response Risk Ratio(RR)  0.59, 95Confidence Interval(CI): 0.24-1.45, the incidence of adverse events (RR  0.98, 95CI: 0.79-1.21), durable response (RR  0.47, 95CI: 0.08-2.81), the incidence of overall bleeding (RR  1.15, 95CI: 0.52-2.57) and clinically significant bleeding (RR  1.09, 95CI: 0.37-3.24), and the proportion of patients receiving rescue treatment (RR  0.95, 95CI: 0.47-1.90) were similar between eltrombopag and romiplostim. CONCLUSIONS: Eltrombopag and romiplostim might be equivalent in efficacy and safety for adult ITP, however, physicians should still take into account drug cost and comorbidities of the specific patient while making decisions on the treatment of ITP with TPO-RAs. REGISTRATION: PROSPERO International Prospective Register of Systematic Review (PROSPERO 2017: CRD42017068661).",[],0
28427233,Assessment of the interlaboratory variability and robustness of JAK2V617F mutation assays: A study involving a consortium of 19 Italian laboratories.,"To date, a plenty of techniques for the detection of JAK2V617F is used over different laboratories, with substantial differences in specificity and sensitivity. Therefore, to provide reliable and comparable results, the standardization of molecular techniques is mandatory.A network of 19 centers was established to 1) evaluate the inter- and intra-laboratory variability in JAK2V617F quantification, 2) identify the most robust assay for the standardization of the molecular test and 3) allow consistent interpretation of individual patient analysis results. The study was conceived in 3 different rounds, in which all centers had to blindly test DNA samples with different JAK2V617F allele burden (AB) using both quantitative and qualitative assays.The positivity of samples with an AB < 1% was not detected by qualitative assays. Conversely, laboratories performing the quantitative approach were able to determine the expected JAK2V617F AB. Quantitative results were reliable across all mutation loads with moderate variability at low AB (0.1 and 1%; CV = 0.46 and 0.77, respectively). Remarkably, all laboratories clearly distinguished between the 0.1 and 1% mutated samples.In conclusion, a qualitative approach is not sensitive enough to detect the JAK2V617F mutation, especially at low AB. On the contrary, the ipsogen JAK2 MutaQuant CE-IVD kit resulted in a high, efficient and sensitive quantification detection of all mutation loads. This study sets the basis for the standardization of molecular techniques for JAK2V617F determination, which will require the employment of approved operating procedures and the use of certificated standards, such as the recent WHO 1st International Reference Panel for Genomic JAK2V617F.",Dataset__1_\Dataset\Non-Cancer\28427233.txt,0,"To date, a plenty of techniques for the detection of JAK2V617F is used over different laboratories, with substantial differences in specificity and sensitivity. Therefore, to provide reliable and comparable results, the standardization of molecular techniques is mandatory.A network of 19 centers was established to 1) evaluate the inter- and intra-laboratory variability in JAK2V617F quantification, 2) identify the most robust assay for the standardization of the molecular test and 3) allow consistent interpretation of individual patient analysis results. The study was conceived in 3 different rounds, in which all centers had to blindly test DNA samples with different JAK2V617F allele burden (AB) using both quantitative and qualitative assays.The positivity of samples with an AB  1 was not detected by qualitative assays. Conversely, laboratories performing the quantitative approach were able to determine the expected JAK2V617F AB. Quantitative results were reliable across all mutation loads with moderate variability at low AB (0.1 and 1; CV  0.46 and 0.77, respectively). Remarkably, all laboratories clearly distinguished between the 0.1 and 1 mutated samples.In conclusion, a qualitative approach is not sensitive enough to detect the JAK2V617F mutation, especially at low AB. On the contrary, the ipsogen JAK2 MutaQuant CE-IVD kit resulted in a high, efficient and sensitive quantification detection of all mutation loads. This study sets the basis for the standardization of molecular techniques for JAK2V617F determination, which will require the employment of approved operating procedures and the use of certificated standards, such as the recent WHO 1st International Reference Panel for Genomic JAK2V617F.",[],0
30255984,"Genetics, genomics, and genotype-phenotype correlations of TSC: Insights for clinical practice.","Tuberous Sclerosis Complex (TSC) is a multisystem autosomal dominant condition caused by inactivating pathogenic variants in either the TSC1 or the TSC2 gene, leading to hyperactivation of the mTOR pathway. Here, we present an update on the genetic and genomic aspects of TSC, with a focus on clinical and laboratory practice. We briefly summarize the structure of TSC1 and TSC2 as well as their protein products, and discuss current diagnostic testing, addressing mosaicism. We consider genotype-phenotype correlations as an example of precision medicine, and discuss genetic counseling in TSC, with the aim of providing geneticists and health care practitioners involved in the care of TSC individuals with useful tools for their practice.",Dataset__1_\Dataset\Non-Cancer\30255984.txt,0,"Tuberous Sclerosis Complex (TSC) is a multisystem autosomal dominant condition caused by inactivating pathogenic variants in either the TSC1 or the TSC2 gene, leading to hyperactivation of the mTOR pathway. Here, we present an update on the genetic and genomic aspects of TSC, with a focus on clinical and laboratory practice. We briefly summarize the structure of TSC1 and TSC2 as well as their protein products, and discuss current diagnostic testing, addressing mosaicism. We consider genotype-phenotype correlations as an example of precision medicine, and discuss genetic counseling in TSC, with the aim of providing geneticists and health care practitioners involved in the care of TSC individuals with useful tools for their practice.",[],0
36356599,Non-viral precision T cell receptor replacement for personalized cell therapy.,"T cell receptors (TCRs) enable T cells to specifically recognize mutations in cancer cells<sup>1-3</sup>. Here we developed a clinical-grade approach based on CRISPR-Cas9 non-viral precision genome-editing to simultaneously knockout the two endogenous TCR genes TRAC (which encodes TCRα) and TRBC (which encodes TCRβ). We also inserted into the TRAC locus two chains of a neoantigen-specific TCR (neoTCR) isolated from circulating T cells of patients. The neoTCRs were isolated using a personalized library of soluble predicted neoantigen-HLA capture reagents. Sixteen patients with different refractory solid cancers received up to three distinct neoTCR transgenic cell products. Each product expressed a patient-specific neoTCR and was administered in a cell-dose-escalation, first-in-human phase I clinical trial ( NCT03970382 ). One patient had grade 1 cytokine release syndrome and one patient had grade 3 encephalitis. All participants had the expected side effects from the lymphodepleting chemotherapy. Five patients had stable disease and the other eleven had disease progression as the best response on the therapy. neoTCR transgenic T cells were detected in tumour biopsy samples after infusion at frequencies higher than the native TCRs before infusion. This study demonstrates the feasibility of isolating and cloning multiple TCRs that recognize mutational neoantigens. Moreover, simultaneous knockout of the endogenous TCR and knock-in of neoTCRs using single-step, non-viral precision genome-editing are achieved. The manufacture of neoTCR engineered T cells at clinical grade, the safety of infusing up to three gene-edited neoTCR T cell products and the ability of the transgenic T cells to traffic to the tumours of patients are also demonstrated.",Dataset__1_\Dataset\Cancer\36356599.txt,1,"T cell receptors (TCRs) enable T cells to specifically recognize mutations in cancer cells1-3. Here we developed a clinical-grade approach based on CRISPR-Cas9 non-viral precision genome-editing to simultaneously knockout the two endogenous TCR genes TRAC (which encodes TCRα) and TRBC (which encodes TCRβ). We also inserted into the TRAC locus two chains of a neoantigen-specific TCR (neoTCR) isolated from circulating T cells of patients. The neoTCRs were isolated using a personalized library of soluble predicted neoantigen-HLA capture reagents. Sixteen patients with different refractory solid cancers received up to three distinct neoTCR transgenic cell products. Each product expressed a patient-specific neoTCR and was administered in a cell-dose-escalation, first-in-human phase I clinical trial ( NCT03970382 ). One patient had grade 1 cytokine release syndrome and one patient had grade 3 encephalitis. All participants had the expected side effects from the lymphodepleting chemotherapy. Five patients had stable disease and the other eleven had disease progression as the best response on the therapy. neoTCR transgenic T cells were detected in tumour biopsy samples after infusion at frequencies higher than the native TCRs before infusion. This study demonstrates the feasibility of isolating and cloning multiple TCRs that recognize mutational neoantigens. Moreover, simultaneous knockout of the endogenous TCR and knock-in of neoTCRs using single-step, non-viral precision genome-editing are achieved. The manufacture of neoTCR engineered T cells at clinical grade, the safety of infusing up to three gene-edited neoTCR T cell products and the ability of the transgenic T cells to traffic to the tumours of patients are also demonstrated.",['cancer'],1
24765772,The case of HNF-1beta mutation with medullary cysts.,"We describe one case of long-term post-natal follow-up of hyperechoic fetal kidneys related to HNF-1beta mutation with cystic changes over a 9-year period in a female patient. This diagnosis was suspected on the basis of the renal US findings and was confirmed by complementary genetic examination. After birth, cortical cysts were detected and at the age of 4, medullary cysts were found, that disappeared with time. Currently our patient displays hyperechoic kidneys with only cortical cysts. This case report highlights the variability of US appearances in relation with HNF-1beta genetic mutation.",Dataset__1_\Dataset\Non-Cancer\24765772.txt,0,"We describe one case of long-term post-natal follow-up of hyperechoic fetal kidneys related to HNF-1beta mutation with cystic changes over a 9-year period in a female patient. This diagnosis was suspected on the basis of the renal US findings and was confirmed by complementary genetic examination. After birth, cortical cysts were detected and at the age of 4, medullary cysts were found, that disappeared with time. Currently our patient displays hyperechoic kidneys with only cortical cysts. This case report highlights the variability of US appearances in relation with HNF-1beta genetic mutation.",[],0
36926986,Real-world Experience With Neurotrophic Tyrosine Receptor Kinase Fusion-positive Tumors and Tropomyosin Receptor Kinase Inhibitors in Veterans.,"Neurotrophic tyrosine receptor kinase 1-3 (<i>NTRK1-3</i>) gene fusions are found in a broad range of tumor types. Clinical trials demonstrated high response rates to tropomyosin receptor kinase (TRK) inhibitors in <i>NTRK</i> fusion-positive cancers, but few reports have described real-world experience with these targeted agents. We evaluated the prevalence of <i>NTRK</i> fusions and the outcomes with TRK inhibitor therapy in a real-world population of patients in the Veterans Health Administration.
Patients with <i>NTRK</i> fusions or rearrangements were identified from the Veterans Affairs (VA) National Precision Oncology Program (NPOP), and patients who were prescribed TRK inhibitors were identified from the Corporate Data Warehouse. Baseline data and clinical outcomes were obtained by retrospective review of medical records.
A total of 33 patients with <i>NTRK</i> fusions or rearrangements were identified, including 25 patients comprising 0.12% of all patients with solid tumors sequenced through VA NPOP. Twelve patients with <i>NTRK</i> fusions or rearrangements were treated with TRK inhibitors, none of whom had objective responses. Eight patients experienced toxicities leading to drug interruption, dose reduction, or discontinuation.
In this retrospective study of VA patients, <i>NTRK</i> fusions and rearrangements were less common than in previous studies, and objective responses to TRK inhibitors were not observed. Real-world experience with TRK inhibitors differs markedly from clinical trial findings, possibly due to differences in patient demographics, tumor types, and sequencing methods. Our findings highlight the need to study TRK inhibitors in the real-world setting and in populations underrepresented in clinical trials.",Dataset__1_\Dataset\Cancer\36926986.txt,1,"Neurotrophic tyrosine receptor kinase 1-3 (NTRK1-3) gene fusions are found in a broad range of tumor types. Clinical trials demonstrated high response rates to tropomyosin receptor kinase (TRK) inhibitors in NTRK fusion-positive cancers, but few reports have described real-world experience with these targeted agents. We evaluated the prevalence of NTRK fusions and the outcomes with TRK inhibitor therapy in a real-world population of patients in the Veterans Health Administration. Patients with NTRK fusions or rearrangements were identified from the Veterans Affairs (VA) National Precision Oncology Program (NPOP), and patients who were prescribed TRK inhibitors were identified from the Corporate Data Warehouse. Baseline data and clinical outcomes were obtained by retrospective review of medical records. A total of 33 patients with NTRK fusions or rearrangements were identified, including 25 patients comprising 0.12 of all patients with solid tumors sequenced through VA NPOP. Twelve patients with NTRK fusions or rearrangements were treated with TRK inhibitors, none of whom had objective responses. Eight patients experienced toxicities leading to drug interruption, dose reduction, or discontinuation. In this retrospective study of VA patients, NTRK fusions and rearrangements were less common than in previous studies, and objective responses to TRK inhibitors were not observed. Real-world experience with TRK inhibitors differs markedly from clinical trial findings, possibly due to differences in patient demographics, tumor types, and sequencing methods. Our findings highlight the need to study TRK inhibitors in the real-world setting and in populations underrepresented in clinical trials.","['tumor', 'oncology']",1
27216612,Everolimus improves neuropsychiatric symptoms in a patient with tuberous sclerosis carrying a novel TSC2 mutation.,"Tuberous sclerosis complex (TSC) is a neurocutaneous disorder characterized by multiple symptoms including neuropsychological deficits such as seizures, intellectual disability, and autism. TSC is inherited in an autosomal dominant pattern and is caused by mutations in either the TSC1 or TSC2 genes, which enhance activation of the mammalian target of rapamycin (mTOR) signaling pathway. Recent studies have suggested that mTOR inhibitors such as rapamycin can reverse TSC-associated deficits in rodent models of TSC. In addition, clinical trials are ongoing to test the efficacy of mTOR inhibitors toward the psychiatric symptoms associated with TSC. Here, we report a case study of a Korean patient with TSC, who exhibited multiple symptoms including frequent seizures, intellectual disability, language delays, and social problems. We performed whole exome sequencing and identified a novel small deletion mutation in TSC2. Expressing the novel deletion mutant in HEK293T cells significantly increased mTOR pathway activation. Furthermore, everolimus treatment showed not only reduction in SEGA size, but dramatically improved behavioral deficits including autism related behaviors in the patient. In summary, we identified a novel small deletion mutation in TSC2 associated with severe TSC in a Korean family that enhances the activation of mTOR signaling in vitro. Everolimus treatment improved behavioral deficits in the patient.",Dataset__1_\Dataset\Non-Cancer\27216612.txt,0,"Tuberous sclerosis complex (TSC) is a neurocutaneous disorder characterized by multiple symptoms including neuropsychological deficits such as seizures, intellectual disability, and autism. TSC is inherited in an autosomal dominant pattern and is caused by mutations in either the TSC1 or TSC2 genes, which enhance activation of the mammalian target of rapamycin (mTOR) signaling pathway. Recent studies have suggested that mTOR inhibitors such as rapamycin can reverse TSC-associated deficits in rodent models of TSC. In addition, clinical trials are ongoing to test the efficacy of mTOR inhibitors toward the psychiatric symptoms associated with TSC. Here, we report a case study of a Korean patient with TSC, who exhibited multiple symptoms including frequent seizures, intellectual disability, language delays, and social problems. We performed whole exome sequencing and identified a novel small deletion mutation in TSC2. Expressing the novel deletion mutant in HEK293T cells significantly increased mTOR pathway activation. Furthermore, everolimus treatment showed not only reduction in SEGA size, but dramatically improved behavioral deficits including autism related behaviors in the patient. In summary, we identified a novel small deletion mutation in TSC2 associated with severe TSC in a Korean family that enhances the activation of mTOR signaling in vitro. Everolimus treatment improved behavioral deficits in the patient.",[],0
37356622,An Integral Approach to the Molecular Diagnosis of Tuberous Sclerosis Complex: The Role of Mosaicism and Splicing Variants.,"Tuberous sclerosis complex (TSC) is an autosomal dominant genetic disorder characterized by the presence of hamartomas in multiple organs. At the molecular level, the disease is caused by pathogenic variants in the TSC1 and TSC2 genes, and only 10% to 25% of clinically diagnosed patients remain negative after multiplex ligation-dependent probe amplification and exon sequencing of both genes. Here, to improve the molecular diagnosis of TSC, we developed an integral approach that includes multiplex ligation-dependent probe amplification and deep-coverage next-generation sequencing of the entire TSC1 and TSC2 genes, along with an adapted bioinformatic pipeline to detect variants at low allele frequencies (>1%). Using this workflow, the molecular cause was identified in 29 of 42 patients with TSC, describing here, for the first time, 12 novel pathogenic variants in TSC genes. These variants included seven splicing variants, five of which were studied at the cDNA level, determining their effect on splicing. In addition, 8 of the 29 pathogenic variants were detected in mosaicism, including four patients with previous negative study results who presented extremely low mosaic variants (allele frequency, <16%). We demonstrate that this integral approach allows the molecular diagnosis of patients with TSC and improves the conventional one by adapting the technology to the detection of low-frequency mosaics.",Dataset__1_\Dataset\Non-Cancer\37356622.txt,0,"Tuberous sclerosis complex (TSC) is an autosomal dominant genetic disorder characterized by the presence of hamartomas in multiple organs. At the molecular level, the disease is caused by pathogenic variants in the TSC1 and TSC2 genes, and only 10 to 25 of clinically diagnosed patients remain negative after multiplex ligation-dependent probe amplification and exon sequencing of both genes. Here, to improve the molecular diagnosis of TSC, we developed an integral approach that includes multiplex ligation-dependent probe amplification and deep-coverage next-generation sequencing of the entire TSC1 and TSC2 genes, along with an adapted bioinformatic pipeline to detect variants at low allele frequencies (1). Using this workflow, the molecular cause was identified in 29 of 42 patients with TSC, describing here, for the first time, 12 novel pathogenic variants in TSC genes. These variants included seven splicing variants, five of which were studied at the cDNA level, determining their effect on splicing. In addition, 8 of the 29 pathogenic variants were detected in mosaicism, including four patients with previous negative study results who presented extremely low mosaic variants (allele frequency, 16). We demonstrate that this integral approach allows the molecular diagnosis of patients with TSC and improves the conventional one by adapting the technology to the detection of low-frequency mosaics.",[],0
25246615,Mastl is required for timely activation of APC/C in meiosis I and Cdk1 reactivation in meiosis II.,"In mitosis, the Greatwall kinase (called microtubule-associated serine/threonine kinase like [Mastl] in mammals) is essential for prometaphase entry or progression by suppressing protein phosphatase 2A (PP2A) activity. PP2A suppression in turn leads to high levels of Cdk1 substrate phosphorylation. We have used a mouse model with an oocyte-specific deletion of Mastl to show that Mastl-null oocytes resume meiosis I and reach metaphase I normally but that the onset and completion of anaphase I are delayed. Moreover, after the completion of meiosis I, Mastl-null oocytes failed to enter meiosis II (MII) because they reassembled a nuclear structure containing decondensed chromatin. Our results show that Mastl is required for the timely activation of anaphase-promoting complex/cyclosome to allow meiosis I exit and for the rapid rise of Cdk1 activity that is needed for the entry into MII in mouse oocytes.",Dataset__1_\Dataset\Non-Cancer\25246615.txt,0,"In mitosis, the Greatwall kinase (called microtubule-associated serinethreonine kinase like Mastl in mammals) is essential for prometaphase entry or progression by suppressing protein phosphatase 2A (PP2A) activity. PP2A suppression in turn leads to high levels of Cdk1 substrate phosphorylation. We have used a mouse model with an oocyte-specific deletion of Mastl to show that Mastl-null oocytes resume meiosis I and reach metaphase I normally but that the onset and completion of anaphase I are delayed. Moreover, after the completion of meiosis I, Mastl-null oocytes failed to enter meiosis II (MII) because they reassembled a nuclear structure containing decondensed chromatin. Our results show that Mastl is required for the timely activation of anaphase-promoting complexcyclosome to allow meiosis I exit and for the rapid rise of Cdk1 activity that is needed for the entry into MII in mouse oocytes.",[],0
27737891,The NLRP3 inflammasome functions as a driver of the myelodysplastic syndrome phenotype.,"Despite genetic heterogeneity, myelodysplastic syndromes (MDSs) share features of cytological dysplasia and ineffective hematopoiesis. We report that a hallmark of MDSs is activation of the NLRP3 inflammasome, which drives clonal expansion and pyroptotic cell death. Independent of genotype, MDS hematopoietic stem and progenitor cells (HSPCs) overexpress inflammasome proteins and manifest activated NLRP3 complexes that direct activation of caspase-1, generation of interleukin-1beta (IL-1beta) and IL-18, and pyroptotic cell death. Mechanistically, pyroptosis is triggered by the alarmin S100A9 that is found in excess in MDS HSPCs and bone marrow plasma. Further, like somatic gene mutations, S100A9-induced signaling activates NADPH oxidase (NOX), increasing levels of reactive oxygen species (ROS) that initiate cation influx, cell swelling, and beta-catenin activation. Notably, knockdown of NLRP3 or caspase-1, neutralization of S100A9, and pharmacologic inhibition of NLRP3 or NOX suppress pyroptosis, ROS generation, and nuclear beta-catenin in MDSs and are sufficient to restore effective hematopoiesis. Thus, alarmins and founder gene mutations in MDSs license a common redox-sensitive inflammasome circuit, which suggests new avenues for therapeutic intervention.",Dataset__1_\Dataset\Non-Cancer\27737891.txt,0,"Despite genetic heterogeneity, myelodysplastic syndromes (MDSs) share features of cytological dysplasia and ineffective hematopoiesis. We report that a hallmark of MDSs is activation of the NLRP3 inflammasome, which drives clonal expansion and pyroptotic cell death. Independent of genotype, MDS hematopoietic stem and progenitor cells (HSPCs) overexpress inflammasome proteins and manifest activated NLRP3 complexes that direct activation of caspase-1, generation of interleukin-1beta (IL-1beta) and IL-18, and pyroptotic cell death. Mechanistically, pyroptosis is triggered by the alarmin S100A9 that is found in excess in MDS HSPCs and bone marrow plasma. Further, like somatic gene mutations, S100A9-induced signaling activates NADPH oxidase (NOX), increasing levels of reactive oxygen species (ROS) that initiate cation influx, cell swelling, and beta-catenin activation. Notably, knockdown of NLRP3 or caspase-1, neutralization of S100A9, and pharmacologic inhibition of NLRP3 or NOX suppress pyroptosis, ROS generation, and nuclear beta-catenin in MDSs and are sufficient to restore effective hematopoiesis. Thus, alarmins and founder gene mutations in MDSs license a common redox-sensitive inflammasome circuit, which suggests new avenues for therapeutic intervention.",[],0
